Type of housing,Area,Price,Metro name,Metro distance,District,Living space,Ceiling height,Floor
квартира,80.81,10 209 000 руб,Проспект Просвещения,19.4 км,Выборгский район,30.88,2.75,25/27
квартира,80.01,9 928 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.01,2.75,6/26
квартира,82.42,10 254 000 руб,Проспект Просвещения,19.4 км,Выборгский район,30.88,2.75,24/27
квартира,82.55,10 271 000 руб,Проспект Просвещения,19.4 км,Выборгский район,30.36,2.75,16/27
квартира,82.71,10 290 000 руб,Проспект Просвещения,19.4 км,Выборгский район,30.15,2.75,2/27
квартира,82.87,10 045 000 руб,Проспект Просвещения,19.4 км,Выборгский район,47.27,2.75,19/22
квартира,83.59,10 172 000 руб,Проспект Просвещения,19.4 км,Выборгский район,47.27,2.75,7/22
квартира,82.71,10 290 000 руб,Проспект Просвещения,19.4 км,Выборгский район,30.36,2.75,4/27
квартира,83.59,10 132 000 руб,Проспект Просвещения,19.4 км,Выборгский район,47.27,2.75,5/22
квартира,82.32,10 242 000 руб,Проспект Просвещения,19.4 км,Выборгский район,30.36,2.75,19/27
квартира,80.01,9 890 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.01,2.75,4/26
квартира,80.01,9 928 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.01,2.75,7/26
квартира,82.87,10 045 000 руб,Проспект Просвещения,19.4 км,Выборгский район,47.27,2.75,17/22
квартира,83.12,10 075 000 руб,Проспект Просвещения,19.4 км,Выборгский район,47.27,2.75,15/22
квартира,82.32,10 242 000 руб,Проспект Просвещения,19.4 км,Выборгский район,30.36,2.75,21/27
квартира,84.00,10 182 000 руб,Проспект Просвещения,19.4 км,Выборгский район,46.24,2.75,3/26
квартира,83.59,10 172 000 руб,Проспект Просвещения,19.4 км,Выборгский район,47.27,2.75,6/22
квартира,82.32,10 242 000 руб,Проспект Просвещения,19.4 км,Выборгский район,30.36,2.75,17/27
квартира,82.32,10 242 000 руб,Проспект Просвещения,19.4 км,Выборгский район,30.36,2.75,20/27
квартира,82.32,10 242 000 руб,Проспект Просвещения,19.4 км,Выборгский район,30.36,2.75,22/27
квартира,82.42,10 254 000 руб,Проспект Просвещения,19.4 км,Выборгский район,30.88,2.75,23/27
квартира,82.55,10 271 000 руб,Проспект Просвещения,19.4 км,Выборгский район,30.36,2.75,15/27
квартира,81.89,10 188 000 руб,Проспект Просвещения,19.4 км,Выборгский район,30.70,2.75,2/24
квартира,82.54,10 005 000 руб,Проспект Просвещения,19.4 км,Выборгский район,46.24,2.75,3/26
квартира,73.06,9 066 000 руб,Проспект Просвещения,19.4 км,Выборгский район,42.79,2.75,6/22
квартира,75.38,9 451 000 руб,Проспект Просвещения,19.4 км,Выборгский район,35.35,2.75,18/27
квартира,75.38,9 451 000 руб,Проспект Просвещения,19.4 км,Выборгский район,35.35,2.75,19/27
квартира,71.61,8 852 000 руб,Проспект Просвещения,19.4 км,Выборгский район,42.79,2.75,20/22
квартира,75.60,9 478 000 руб,Проспект Просвещения,19.4 км,Выборгский район,35.35,2.75,4/27
квартира,78.30,9 679 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.62,2.75,14/26
квартира,79.10,9 778 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.01,2.75,17/26
квартира,79.39,9 851 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.01,2.75,8/26
квартира,81.60,9 574 000 руб,Проспект Просвещения,19.4 км,Выборгский район,36.47,2.75,4/27
квартира,81.60,9 574 000 руб,Проспект Просвещения,19.4 км,Выборгский район,36.47,2.75,4/27
квартира,75.52,9 468 000 руб,Проспект Просвещения,19.4 км,Выборгский район,34.48,2.75,5/27
квартира,75.52,9 504 000 руб,Проспект Просвещения,19.4 км,Выборгский район,35.21,2.75,10/27
квартира,75.38,9 451 000 руб,Проспект Просвещения,19.4 км,Выборгский район,35.35,2.75,17/27
квартира,75.38,9 451 000 руб,Проспект Просвещения,19.4 км,Выборгский район,35.35,2.75,20/27
квартира,75.38,9 451 000 руб,Проспект Просвещения,19.4 км,Выборгский район,35.35,2.75,21/27
квартира,78.61,9 755 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.62,2.75,6/26
квартира,71.69,8 862 000 руб,Проспект Просвещения,19.4 км,Выборгский район,42.79,2.75,17/22
квартира,71.69,8 862 000 руб,Проспект Просвещения,19.4 км,Выборгский район,42.79,2.75,16/22
квартира,77.75,9 611 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.62,2.75,25/26
квартира,78.63,9 720 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.62,2.75,4/26
квартира,79.08,9 775 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.01,2.75,25/26
квартира,79.10,9 778 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.01,2.75,21/26
квартира,79.40,9 853 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.01,2.75,9/26
квартира,71.26,8 934 000 руб,Проспект Просвещения,19.4 км,Выборгский район,35.11,2.75,3/16
квартира,75.52,9 504 000 руб,Проспект Просвещения,19.4 км,Выборгский район,34.48,2.75,6/27
квартира,78.61,9 755 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.62,2.75,7/26
квартира,79.08,9 775 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.01,2.75,24/26
квартира,79.10,9 778 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.01,2.75,20/26
квартира,79.38,9 812 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.01,2.75,15/26
квартира,79.38,9 812 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.01,2.75,16/26
квартира,79.10,9 778 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.01,2.75,22/26
квартира,71.98,8 897 000 руб,Проспект Просвещения,19.4 км,Выборгский район,42.79,2.75,14/22
квартира,74.32,9 187 000 руб,Проспект Просвещения,19.4 км,Выборгский район,44.40,2.75,3/22
квартира,75.37,9 449 000 руб,Проспект Просвещения,19.4 км,Выборгский район,35.35,2.75,22/27
квартира,75.46,9 461 000 руб,Проспект Просвещения,19.4 км,Выборгский район,35.35,2.75,16/27
квартира,77.75,9 611 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.62,2.75,24/26
квартира,78.31,9 717 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.62,2.75,12/26
квартира,71.61,8 852 000 руб,Проспект Просвещения,19.4 км,Выборгский район,42.79,2.75,21/22
квартира,75.52,9 468 000 руб,Проспект Просвещения,19.4 км,Выборгский район,34.48,2.75,13/27
квартира,78.30,9 716 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.62,2.75,9/26
квартира,77.75,9 611 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.62,2.75,23/26
квартира,78.61,9 717 000 руб,Проспект Просвещения,19.4 км,Выборгский район,43.62,2.75,5/26
