Id,Type of housing,Area,Price,Metro name,Metro distance,District,Living space,Ceiling height,Floor,Max Floor
312,квартира,72.2,11 372 000,Приморская,1.4,Василеостровский район,35.2,2.75,4,10
313,квартира,128.4,18 297 000,Приморская,1.4,Василеостровский район,50.4,2.75,4,10
314,квартира,37.9,7 580 000,Василеостровская,1.5,Василеостровский район,16.6,,9,10
315,квартира,70.5,12 726 000,Василеостровская,1.5,Василеостровский район,34.6,,8,10
316,квартира,40.0,7 900 000,Василеостровская,1.5,Василеостровский район,16.6,,8,10
317,квартира,70.6,12 391 000,Василеостровская,1.5,Василеостровский район,34.6,2.75,6,10
318,квартира,85.7,12 855 000,Василеостровская,1.5,Василеостровский район,41.8,2.75,6,10
319,квартира,252.7,58 548 000,Приморская,1,Василеостровский район,136.0,,13,16
320,квартира,80.0,9 400 000,Балтийская,0.5,Адмиралтейский район,52.1,3.25,2,4
321,квартира,115.4,17 990 000,Приморская,,Василеостровский район,69.0,,4,16
322,квартира,76.6,12 600 000,Василеостровская,,Василеостровский район,39.4,,6,10
323,квартира,52.8,8 250 000,Технологический институт,,Адмиралтейский район,36.5,,3,5
324,квартира,55.4,7 400 000,Приморская,1.2,Василеостровский район,28.0,,14,16
325,квартира,252.7,54 568 000,Приморская,1,Василеостровский район,136.0,,11,16
326,квартира,252.7,49 398 000,Приморская,1,Василеостровский район,136.0,,9,16
327,квартира,284.8,58 349 000,Приморская,1,Василеостровский район,150.7,3.33,10,16
328,квартира,284.8,47 578 000,Приморская,1,Василеостровский район,118.7,,8,16
329,квартира,155.7,23 304 000,Приморская,0.9,Василеостровский район,65.7,3.0,5,9
330,квартира,135.2,20 076 000,Приморская,1,Василеостровский район,69.6,3.0,9,12
331,квартира,154.9,23 805 000,Приморская,0.9,Василеостровский район,65.6,3.0,8,9
332,квартира,158.4,24 665 000,Приморская,1,Василеостровский район,78.2,3.32,3,16
333,квартира,135.2,22 586 000,Приморская,1,Василеостровский район,78.1,3.29,8,16
334,квартира,144.3,21 428 000,Приморская,1,Василеостровский район,68.5,3.0,9,12
335,квартира,158.7,25 789 000,Приморская,1,Василеостровский район,77.4,3.3,7,16
336,квартира,138.5,20 424 000,Приморская,1,Василеостровский район,69.8,3.0,4,12
337,квартира,67.1,11 209 000,Приморская,1,Василеостровский район,21.1,,5,10
338,квартира,77.1,10 200 000,Пушкинская,0.3,Адмиралтейский район,46.2,,3,4
339,квартира,39.7,5 450 000,Приморская,2.4,Василеостровский район,15.0,2.85,5,6
340,квартира,183.4,27 045 000,Приморская,0.9,Василеостровский район,89.2,3.0,5,8
341,квартира,75.2,7 500 000,Технологический институт,0.3,Адмиралтейский район,50.9,3.05,4,5
342,квартира,48.8,7 980 000,Адмиралтейская,1.1,Адмиралтейский район,23.7,3.1,4,4
343,квартира,35.9,4 550 000,Приморская,2.3,Василеостровский район,15.8,,1,19
344,квартира,47.4,5 100 000,Садовая,2.4,Адмиралтейский район,24.8,,1,5
345,квартира,54.5,7 200 000,Пушкинская,0.3,Адмиралтейский район,20.0,,1,5
346,квартира,223.1,72 000 000,Садовая,2.1,Адмиралтейский район,121.5,,3,5
347,квартира,184.6,38 700 000,Василеостровская,0.3,Василеостровский район,121.3,3.31,4,4
348,квартира,112.0,36 000 000,Садовая,2.1,Адмиралтейский район,47.0,,3,5
349,квартира,62.7,9 120 000,Фрунзенская,0.7,Адмиралтейский район,32.44,,4,10
350,квартира,55.0,7 340 000,Фрунзенская,0.3,Адмиралтейский район,34.5,3.0,3,6
351,квартира,69.8,10 819 000,Приморская,,Василеостровский район,35.6,,4,9
352,квартира,148.0,20 200 000,Василеостровская,0.8,Василеостровский район,85.0,4.0,2,3
353,квартира,82.7,14 900 000,Василеостровская,2.5,Василеостровский район,60.38,3.0,3,7
354,квартира,65.0,11 500 000,Приморская,2,Василеостровский район,21.1,2.8,12,19
355,квартира,44.0,5 750 000,Приморская,,Василеостровский район,16.2,2.8,3,20
356,квартира,138.8,24 000 000,Василеостровская,1,Василеостровский район,85.0,,5,7
357,квартира,63.7,10 500 000,Балтийская,0.3,Адмиралтейский район,31.6,,10,15
358,квартира,78.4,14 600 000,Василеостровская,0.3,Василеостровский район,51.4,3.34,3,5
359,квартира,181.9,26 830 000,Приморская,0.9,Василеостровский район,87.9,3.15,3,8
360,квартира,175.7,29 343 000,Приморская,1,Василеостровский район,85.8,3.0,5,10
361,квартира,154.4,22 770 000,Приморская,0.9,Василеостровский район,65.1,3.0,3,9
362,квартира,38.64,5 970 000,Приморская,2.4,Василеостровский район,17.02,,9,19
363,квартира,92.1,12 900 000,Приморская,1.6,Василеостровский район,55.7,,14,23
364,квартира,121.0,15 800 000,Василеостровская,1.8,Василеостровский район,52.0,,2,10
365,квартира,98.1,36 800 000,Василеостровская,1.7,Василеостровский район,51.5,3.0,4,15
366,квартира,169.0,16 000 000,Василеостровская,1.2,Василеостровский район,125.0,,4,6
367,квартира,109.0,16 500 000,Адмиралтейская,1.5,Адмиралтейский район,76.0,3.2,2,5
368,квартира,38.39,8 060 000,Василеостровская,1.7,Василеостровский район,19.01,2.7,9,10
369,квартира,33.76,5 950 000,Фрунзенская,0.7,Адмиралтейский район,14.27,,9,14
370,квартира,126.7,11 500 000,Балтийская,1.3,Адмиралтейский район,93.1,3.0,2,4
